PC1,PC2,year,month,T (degC)
-4.135827940375567,1.5702088970569124,2009,1,-3.8
-4.1058545988758315,2.056167038399031,2009,1,-3.79
-4.062589729280703,2.4485598861177476,2009,1,-3.69
-4.114081257917201,1.783587323614718,2009,1,-3.76
-4.069576163596794,2.0539162297973292,2009,1,-3.64
-4.030897421654866,2.301173581341532,2009,1,-3.52
-4.005899797360347,2.5646570376074274,2009,1,-3.5
-4.016364039686137,2.0000059500559604,2009,1,-3.43
-4.001182556818246,1.9751819948224665,2009,1,-3.35
-3.9902352889063546,1.8669363110466282,2009,1,-3.29
-3.938858600767016,2.2526493347046705,2009,1,-3.18
-3.9332855841062484,1.9958234529720038,2009,1,-3.1
-3.9077425657102514,2.3041413891192124,2009,1,-3.09
-3.8849209821633264,2.6225093639093555,2009,1,-3.08
-3.895998048227247,2.715826886276401,2009,1,-3.13
-3.908434288288439,2.6572466455400483,2009,1,-3.16
-3.9077385595445384,2.6267784158959535,2009,1,-3.14
-3.888268434756299,2.800661194201733,2009,1,-3.06
-3.8680009230968118,2.7610796873971823,2009,1,-2.97
-3.8890518450909997,2.100517569498027,2009,1,-2.9
-3.866604235015116,2.558790335361897,2009,1,-2.89
-3.8690772522902246,2.290031132869057,2009,1,-2.83
-3.867083458786952,1.8037070816574676,2009,1,-2.73
-3.8392772503905324,2.3430517025514046,2009,1,-2.76
-3.8641731579491716,1.6412620462071221,2009,1,-2.75
-3.869430861651596,1.2589373622886109,2009,1,-2.7
-3.8246578889739995,2.7641293867986167,2009,1,-2.84
-3.834931927979509,2.832357679090523,2009,1,-2.9
-3.8627171344329394,2.3355353648039503,2009,1,-2.9
-3.8154193167061585,2.989374592481367,2009,1,-2.84
-3.8052112708238366,3.036353787450688,2009,1,-2.82
-3.780357964410062,3.271164206438209,2009,1,-2.76
-3.8125599000525687,2.5649690787762185,2009,1,-2.76
-3.7956406086710084,2.7450965762104147,2009,1,-2.7
-3.792822686902611,2.7977490758525216,2009,1,-2.69
-3.7915330093235657,2.8728207276608138,2009,1,-2.7
-3.757144102176079,3.5412658820374063,2009,1,-2.73
-3.7911254050346517,3.2443568165501087,2009,1,-2.78
-3.7859571938287964,3.5409343898474264,2009,1,-2.83
-3.7734595480774584,3.790094153259382,2009,1,-2.83
-3.8171735445601964,3.1812634872341254,2009,1,-2.89
-3.8541440746861295,2.7171425775170257,2009,1,-2.99
-3.816740108084404,3.5365999453327976,2009,1,-3.06
-3.8359824359528654,3.349710346341118,2009,1,-3.12
-3.8456931513536676,3.262474442921615,2009,1,-3.17
-3.8461393403831865,3.5117250963869373,2009,1,-3.23
-3.870901355841982,3.05588716132575,2009,1,-3.21
-3.8525150614372987,3.413194090318804,2009,1,-3.23
-3.8599517325451087,3.3390909043406243,2009,1,-3.27
-3.8707338033572944,3.5213670015342786,2009,1,-3.34
-3.915261098528853,3.107559086948687,2009,1,-3.45
-3.9314342185051756,2.9711453753220143,2009,1,-3.5
-3.931506726645624,2.7882632302931585,2009,1,-3.48
-3.8845484675858137,3.290602402649071,2009,1,-3.41
-3.861108547200839,3.4919791209106545,2009,1,-3.36
-3.8295283873198716,3.9100567767856176,2009,1,-3.31
-3.849876819029356,3.4737056732262674,2009,1,-3.31
-3.858884758735725,3.250431224021908,2009,1,-3.32
-3.8273494992872767,3.7004886138560584,2009,1,-3.31
-3.8311354128270563,3.5739049018243083,2009,1,-3.3
-3.835084370442125,3.2357239514397738,2009,1,-3.29
-3.8411436800789334,2.811589720384719,2009,1,-3.23
-3.833899406051662,2.7309271473081287,2009,1,-3.19
-3.8178888782212783,2.621241060968421,2009,1,-3.12
-3.820900187244617,2.1661030195782858,2009,1,-3.06
-3.822428115091172,1.668078561887913,2009,1,-2.98
-3.7580285326712572,2.2330795876052125,2009,1,-2.9
-3.7660057645331046,1.9657403078323756,2009,1,-2.89
-3.7463280657984614,1.9768368531824334,2009,1,-2.83
-3.745168411488102,1.959767351995445,2009,1,-2.83
-3.7633787533918563,1.32804668994828,2009,1,-2.78
-3.7222075828558645,1.9793728896292255,2009,1,-2.76
-3.685627798545267,2.444564035872801,2009,1,-2.75
-3.7002572186252296,2.0312148652931445,2009,1,-2.73
-3.725667851727311,1.297713459760141,2009,1,-2.7
-3.7008973591392667,1.691637044926303,2009,1,-2.7
-3.6739438079453675,1.9765170005428865,2009,1,-2.66
-3.6700787452651586,1.9644428676497419,2009,1,-2.63
-3.6559219054463927,1.8394138819911454,2009,1,-2.58
-3.655541484522352,1.7646037509266903,2009,1,-2.56
-3.6421028158500484,1.689593433229334,2009,1,-2.5
-3.651893499265715,1.5412231814425774,2009,1,-2.51
-3.661469540961771,1.5395553907654598,2009,1,-2.56
-3.665522606984929,1.3898802614694337,2009,1,-2.56
-1.5116287924158645,-1.6397718414984326,2009,1,5.47
-1.5309486558808012,-1.8047948648781933,2009,1,5.42
-1.5350356027335015,-1.5889444640568486,2009,1,5.38
-1.5721979621047613,-1.4977429412068834,2009,1,5.26
-1.6104652725467565,-1.7093496682899503,2009,1,5.18
-1.6098358393476075,-1.5672077398503932,2009,1,5.16
-1.608064257895588,-1.6711320636639289,2009,1,5.16
-1.5957991077153604,-1.3622558791245816,2009,1,5.15
-1.6167919503586357,-1.1334219836116495,2009,1,5.06
-1.6491769200131032,-1.2718178635201285,2009,1,4.98
-1.6688907944661353,-0.9794227267113294,2009,1,4.88
-1.7315962331440697,-1.099139171605512,2009,1,4.71
-1.7487790558119791,-1.0996696508469526,2009,1,4.63
-1.7728983868261936,-0.8858056023539301,2009,1,4.54
-1.7998835774711153,-0.9355396298267689,2009,1,4.47
-1.8118607183677595,-0.8325956611079806,2009,1,4.41
-1.8284459074862511,-0.7013341072671295,2009,1,4.36
-1.8547460261305972,-0.8267086335392386,2009,1,4.29
-1.853552734278374,-0.7689560424881592,2009,1,4.27
-1.8686833132923857,-0.8513730805959192,2009,1,4.23
-1.8718040907270863,-0.5270409412812306,2009,1,4.17
-1.8985295643680846,-0.6792238556262374,2009,1,4.11
-1.9166234569732505,-0.9824247616735333,2009,1,4.1
-1.9287366245226514,-1.3006873863170323,2009,1,4.11
-1.9180363978115484,-1.3024118801800564,2009,1,4.12
-1.9154624904114916,-0.8674059110138428,2009,1,4.05
-1.9137988200466736,-0.7173526508905843,2009,1,4.03
-1.9170776331474961,-0.7704884758264581,2009,1,4.03
-1.9173225894087997,-0.7870038309574323,2009,1,4.03
-1.9185730075389316,-0.8297429575240123,2009,1,4.03
-1.9130826695006646,-0.8407739785646939,2009,1,4.03
-1.9178117363525662,-0.5386753601686605,2009,1,3.96
-1.9454669101820634,-0.7169185812819941,2009,1,3.9
-1.96337056335481,-0.8908298072080203,2009,1,3.87
-1.988461091817571,-1.0168509881602608,2009,1,3.8
-2.0273745912908216,-1.2861045984996744,2009,1,3.72
-2.019043111344292,-1.2188703593783967,2009,1,3.7
-2.005991093145275,-1.003525182971747,2009,1,3.7
-2.0287862057925876,-1.3437268779083986,2009,1,3.67
-2.0286836121485923,-1.1545426352602648,2009,1,3.63
-2.0185276781168264,-0.9610365673143837,2009,1,3.63
-2.0237093681547704,-1.0935496902246042,2009,1,3.63
-2.0097688449402056,-0.9360047991312762,2009,1,3.63
-2.008462964997832,-0.8310195826440836,2009,1,3.61
-2.0091174513603347,-0.7277584023630038,2009,1,3.59
-1.9683064973123696,-0.7691580058269094,2009,1,3.73
-1.9268730670799512,-0.7055846185373399,2009,1,3.85
-1.903565530887485,-0.7086039677169574,2009,1,3.93
-1.8839899336346442,-0.9642234888528614,2009,1,4.01
-1.854201581757164,-0.9877682762201658,2009,1,4.12
-1.813017110394277,-0.7150718452385113,2009,1,4.21
-1.814656335186994,-0.10651807037446905,2009,1,4.15
-1.846562429472534,0.029691713828799468,2009,1,4.04
-1.8647041448838682,0.20712353034785327,2009,1,3.96
-1.8840398401797085,0.14907638854124508,2009,1,3.92
-1.9008539401538405,0.07847533407498014,2009,1,3.9
-1.9315116522827416,-0.10974854672447963,2009,1,3.85
-1.953714961880953,-0.021482672529465327,2009,1,3.78
-1.9794551303130716,-0.12070788214949062,2009,1,3.7
-1.962352529587967,-0.029387934736362323,2009,1,3.73
-1.9347625796045484,-0.057758213418989277,2009,1,3.81
-1.9091066735173763,0.023582482298208404,2009,1,3.9
-1.9450760882083085,0.0600041860095276,2009,1,3.79
-1.9500223357101818,0.4008172598634109,2009,1,3.74
-1.91492708214933,0.11439410322199209,2009,1,3.92
-1.9351069603301942,0.34563306175176944,2009,1,3.86
-1.9157702789881843,0.290846289494943,2009,1,3.94
-1.909725140515945,0.2266764808621801,2009,1,3.99
-1.8313687990286767,0.36875589903890704,2009,1,4.26
-1.8220792208233452,0.5001254808422257,2009,1,4.34
-1.727929766341064,0.372265585731419,2009,1,4.67
-1.537555387343056,0.08133268735910967,2009,1,5.4
-1.3976588680988773,0.5199111833228943,2009,1,5.87
-1.2815217586793461,0.13787496327200005,2009,1,6.38
-1.1709838941401447,0.48082202161558124,2009,1,6.74
-1.089089006858175,0.37955105234280556,2009,1,7.05
-0.9442510658635507,0.42525829440563684,2009,1,7.58
-0.9164281204904887,0.7560603272209192,2009,1,7.66
-0.8519632382836075,0.6348209655933202,2009,1,7.86
-0.6403449860151018,0.46724574922636763,2009,1,8.68
-0.5754983180497043,0.5667849330632954,2009,1,8.89
-0.4695328664648158,0.5673334832597232,2009,1,9.31
-0.4538327517532424,0.28315078991711207,2009,1,9.41
-0.3256439068308681,0.2852037115709281,2009,1,9.86
-0.1404228828686336,0.4587723017097034,2009,1,10.49
0.011767005438818078,0.6512613447813821,2009,1,11.03
0.09582313171358581,0.5831551222277814,2009,1,11.4
0.08530975262922941,0.8352853809366376,2009,1,11.32
0.10732465822580078,0.8926264630688245,2009,1,11.41
0.16555475354440094,1.3133905237968981,2009,1,11.69
0.2671092517456057,1.1391534897478492,2009,1,12.13
0.2987668488918174,1.8885436802125457,2009,1,12.16
0.2528364436147962,1.57437331319935,2009,1,12.02
0.2802457705827278,1.7386447785238923,2009,1,12.08
0.28821437123343463,1.5017026915849334,2009,1,12.17
0.20211114046873227,1.7710582175919203,2009,1,11.82
0.027470766273474535,1.59629267060527,2009,1,11.17
-0.11283907959388431,2.065584281770741,2009,1,10.59
-0.22423409302804867,1.405014289507661,2009,1,10.25
-0.22952618362003843,2.1444577146804047,2009,1,10.08
-0.24942386136648573,2.2581278908654445,2009,1,9.96
-0.3638153656915357,2.275840799488746,2009,1,9.41
-0.5172660299927512,2.2039336148268434,2009,1,8.79
-0.6197906600985061,1.4478608948379597,2009,1,8.51
-0.7053308813052227,0.5601497901817375,2009,1,8.38
-0.8007164371736454,0.6555508501025407,2009,1,8.03
-0.9229581206433938,0.9547069268798171,2009,1,7.55
-1.0165561902265379,1.629197352655933,2009,1,7.05
-1.1531017541401325,0.6745156364419646,2009,1,6.69
-1.2332318211357611,0.8054336729160796,2009,1,6.37
-1.33624248818575,0.5715351340562339,2009,1,6.05
-1.407365367384118,0.7481976170586946,2009,1,5.77
-1.495577733374208,0.6112562599813743,2009,1,5.47
-1.5744015807768583,0.6271050458286352,2009,1,5.16
-1.6597280437070572,0.2753603268660505,2009,1,4.89
-1.722035928366276,0.0786440982848771,2009,1,4.69
-1.8096052413651473,-0.34260900609292344,2009,1,4.44
-1.841979969940627,-0.023471479471249813,2009,1,4.24
-1.8782292404992398,0.04896094819558507,2009,1,4.09
-1.9141167204979452,0.21921672433666162,2009,1,3.92
-2.007041862963526,-0.07517046981666106,2009,1,3.61
-2.0840350060888544,-0.6948912512081088,2009,1,3.43
-2.101176714081089,-0.4226190357385376,2009,1,3.3
-2.127879494835999,-0.9005023995968006,2009,1,3.28
-2.1609181726017987,-0.9418966940930894,2009,1,3.2
-2.142374661275758,-0.5361016400056342,2009,1,3.16
-2.1125385378656345,0.10324721662176538,2009,1,3.12
-2.113993663451284,0.28807253470964367,2009,1,3.09
-2.1743707624135156,-0.13549814980592603,2009,1,2.94
-2.1509052705970553,0.0090938785917867,2009,1,2.97
-2.151548878414788,-0.05656399702068391,2009,1,2.97
-2.139531872316027,0.16599010486794222,2009,1,2.97
-2.1643440012414024,0.14643703178930031,2009,1,2.87
-2.2416159939694253,-0.6701869612094606,2009,1,2.74
-2.2091485799482764,-0.08051762302765442,2009,1,2.72
-2.183620286526233,0.13331562010330514,2009,1,2.77
-2.175171262187609,0.28285046859206286,2009,1,2.76
-2.1529140378269034,0.19040923422300918,2009,1,2.85
-2.118071933351791,0.37112088099694923,2009,1,2.92
-2.10893557869468,0.12303870466029049,2009,1,3.01
-2.048910681730819,0.584035245016689,2009,1,3.14
-2.028981787024745,0.4916242427038682,2009,1,3.24
-2.0074285057851164,0.33699466960221003,2009,1,3.34
-1.9794307600065701,0.4635912296588177,2009,1,3.42
-2.5407211933219056,-1.2210779045270324,2009,1,3.48
-2.634834920369968,-1.229869099139453,2009,1,3.05
-2.7145322175390003,-1.4657779544658167,2009,1,2.67
-2.77668327582989,-1.2711280386301822,2009,1,2.45
-2.8287284733860587,-1.294197342033554,2009,1,2.24
-2.8984302851831254,-1.4026380761857011,2009,1,1.98
-2.9326148328579675,-1.2757206122974052,2009,1,1.73
-2.852863369958919,-1.120482172882236,2009,1,2.01
-2.822993249794112,-1.2349359396988835,2009,1,2.2
-2.934918826661985,-1.2785555487041937,2009,1,1.76
-3.0664330873337953,-1.462012773276896,2009,1,1.27
-3.1420839885995595,-1.5195124787407357,2009,1,0.93
-3.168144890950343,-1.5080626287192502,2009,1,0.79
-3.216770263494628,-1.4854330133377143,2009,1,0.57
-3.26409129211677,-1.471319709234825,2009,1,0.35
-3.2575854800353303,-1.3872478369015973,2009,1,0.32
-3.2181280290852325,-1.1323084838549216,2009,1,0.44
-3.2686867516681524,-1.436687545301196,2009,1,0.32
-3.288944192559576,-1.548999335561398,2009,1,0.21
-3.3357757055895676,-1.5647940182469342,2009,1,0.02
-3.3558327414990177,-1.5087852599885918,2009,1,-0.08
-3.3718323427013135,-1.2424906518683958,2009,1,-0.17
-3.421746989883748,-1.406391549336721,2009,1,-0.32
-3.534891737645973,-1.4804980386379443,2009,1,-0.73
-3.5829534627359063,-1.6021400291782855,2009,1,-0.95
-3.5832515445290753,-1.5151582651166542,2009,1,-0.98
-3.5567554775917416,-1.6546603961100352,2009,1,-0.86
-3.6126740868009604,-1.5528377265622135,2009,1,-1.04
-3.589004949218184,-1.6233209819374905,2009,1,-0.98
-3.5597776009570383,-1.5401103221650898,2009,1,-0.91
-3.5912497938998142,-1.540575065603965,2009,1,-1.06
-3.5760389803434505,-1.3959323544559834,2009,1,-1.02
-3.6580362502289128,-1.4288802913673966,2009,1,-1.31
-3.7371082539374774,-1.5800813596414593,2009,1,-1.57
-3.7733035622089606,-1.554037408773612,2009,1,-1.72
-3.7530698187816864,-1.5391179447753784,2009,1,-1.65
-3.718801965578405,-1.0464877547497875,2009,1,-1.61
-3.734723217447373,-1.4662399083618625,2009,1,-1.64
-3.773763818000876,-1.3246523033922684,2009,1,-1.8
-3.656878913346934,-1.4248557470375423,2009,1,-1.35
-3.4794943930769278,-1.5132158434752974,2009,1,-0.63
-3.3086319622367473,-1.3864094640298374,2009,1,0.04
-3.1682088831170416,-1.1616138726138374,2009,1,0.57
-2.9893716734959264,-1.2012125671351461,2009,1,1.36
-2.7540618631664056,-1.006484984636872,2009,1,2.39
-2.5252631211094165,-0.8249324537187227,2009,1,3.35
-2.328620628211951,-0.737214999311809,2009,1,4.17
-2.093461307585255,-0.6185361170461325,2009,1,5.12
-2.027642147419815,-0.35725645450255994,2009,1,5.38
-2.0452294216864586,-0.23446863985815708,2009,1,5.3
-1.9921651399788505,-0.47706480255698536,2009,1,5.46
-1.8391645787403512,-0.2921782152277129,2009,1,6.08
-1.732669947649119,-0.35105104896312245,2009,1,6.5
-1.6556644828803944,0.2662002223260876,2009,1,6.64
-1.745778688857539,0.713545442801489,2009,1,6.09
-1.732549724135189,0.9439059570900067,2009,1,6.06
-1.621538770249096,0.8773763373680155,2009,1,6.54
-1.499864587488188,1.312270192753931,2009,1,6.99
-1.4001967701766913,1.6213302308183937,2009,1,7.39
-1.2331664390495067,1.8563613321627424,2009,1,8.01
